First_pokemon,Second_pokemon,Winner
238,540,238
310,557,310
347,58,347
540,28,28
357,209,357
81,260,260
666,202,666
360,564,360
415,463,415
17,46,17
558,43,558
394,171,171
178,448,178
134,156,156
515,646,646
146,529,146
290,127,127
56,86,56
581,281,581
588,425,425
275,581,581
575,400,400
407,256,407
131,548,131
285,207,207
347,404,347
204,246,246
133,189,189
360,84,84
324,284,324
548,433,433
715,649,715
640,618,640
175,338,338
601,41,601
508,50,50
119,397,397
616,705,705
2,664,2
636,554,636
144,274,144
573,600,573
571,346,571
133,563,563
459,309,309
186,43,186
154,693,154
53,711,711
393,98,98
264,500,264
394,691,394
526,676,526
498,552,552
564,497,497
680,613,613
337,19,19
522,305,522
270,602,602
18,552,18
338,175,338
337,526,526
620,272,620
189,284,189
678,337,678
399,599,399
407,358,407
43,277,277
583,586,586
245,199,245
508,673,508
208,271,271
246,321,321
14,136,136
444,181,444
62,405,405
369,81,369
19,33,19
253,77,253
580,360,580
557,34,34
462,150,150
501,79,501
695,69,695
532,625,625
385,148,385
669,363,669
367,692,367
623,222,623
501,533,501
221,262,262
605,541,541
156,339,156
121,622,121
408,389,408
319,403,319
550,698,550
658,463,658
457,48,457
362,719,362
690,415,690
343,713,713
23,159,159
660,407,407
228,709,228
483,565,483
10,77,77
462,318,318
166,465,166
592,585,585
416,340,340
392,105,392
459,17,17
111,145,111
537,534,537
605,657,657
689,372,689
718,11,718
338,386,386
64,234,64
319,546,319
325,382,382
205,709,709
348,576,576
480,497,497
538,321,321
212,502,212
460,155,155
219,248,248
49,585,49
323,623,623
632,576,632
138,41,41
501,643,643
52,581,581
24,610,24
286,324,286
393,469,469
398,433,398
270,706,706
660,642,642
293,696,696
388,474,474
616,362,362
169,96,169
105,170,170
201,389,389
256,262,262
579,505,505
88,11,11
1,299,1
448,122,122
392,123,392
524,470,470
499,463,499
594,495,594
42,376,376
332,228,228
478,254,254
145,502,145
483,600,483
700,581,581
17,483,483
54,133,133
464,224,224
465,154,154
642,646,642
189,202,189
257,366,257
634,662,662
243,488,243
369,144,144
562,107,562
663,79,79
456,300,456
420,267,267
721,122,122
461,346,461
530,279,530
454,226,454
632,315,632
89,28,28
292,240,240
226,445,226
224,413,224
475,656,475
197,36,197
164,265,164
195,191,195
586,545,545
255,276,276
56,42,42
5,19,5
152,212,212
579,547,547
497,197,497
601,97,601
620,575,620
413,259,259
468,48,468
126,321,126
574,578,574
230,53,53
307,186,186
16,67,16
172,500,500
123,119,123
492,203,492
231,259,259
694,398,398
64,43,64
269,429,429
680,286,680
417,689,417
81,126,126
188,55,55
664,348,348
225,643,643
605,541,541
538,172,172
718,162,718
705,142,142
18,35,18
300,202,300
37,370,370
456,690,456
664,665,664
288,18,18
478,189,189
278,387,387
228,34,34
142,515,142
334,414,334
411,327,327
668,715,715
558,356,558
282,379,282
359,693,359
666,622,666
602,259,602
664,650,650
138,555,555
304,156,156
136,95,95
280,567,567
363,311,311
48,319,319
33,575,33
572,48,572
159,488,488
243,163,243
205,676,676
484,658,658
138,411,138
381,618,381
277,25,277
310,606,310
665,47,47
453,527,527
680,253,253
688,257,257
669,630,630
345,233,233
385,610,385
518,602,602
594,428,428
669,644,669
457,555,555
248,555,555
253,55,253
327,312,312
643,129,643
393,479,479
709,663,663
546,525,525
477,154,154
106,408,106
181,300,181
321,307,307
625,598,625
42,389,42
548,400,400
43,636,636
443,14,443
62,388,62
410,457,457
701,247,701
404,610,404
650,110,110
382,176,382
123,320,123
98,642,642
709,260,260
306,336,336
129,227,129
525,211,211
427,28,427
533,535,535
77,205,77
362,7,362
641,318,641
617,445,617
388,687,687
406,326,326
536,627,627
618,48,48
304,24,304
631,669,631
603,65,65
690,139,139
486,12,486
335,300,335
472,232,472
233,305,233
23,568,568
611,355,611
283,96,283
112,125,112
462,694,694
676,152,676
686,493,493
608,635,635
714,246,714
538,36,36
536,393,536
396,202,396
111,284,284
716,331,716
712,46,712
681,355,355
680,686,686
539,1,539
288,630,288
299,51,51
129,136,136
640,494,640
303,589,589
525,444,444
254,329,254
137,317,317
600,134,134
248,662,662
13,678,678
557,63,557
263,349,349
314,157,157
119,239,239
599,477,477
584,255,584
489,144,144
508,116,508
483,378,483
661,485,485
608,447,447
610,144,144
478,261,261
519,196,196
401,520,520
352,109,352
188,602,188
189,352,189
123,700,123
553,55,553
164,140,164
344,525,344
311,585,311
245,322,245
587,645,645
262,29,262
467,707,467
638,295,638
163,540,163
187,693,693
466,152,466
576,370,370
265,411,411
518,576,576
76,122,76
320,545,545
539,536,539
231,197,197
177,656,656
329,206,329
479,467,467
619,251,251
511,186,186
528,683,528
419,300,419
316,332,332
103,461,461
552,355,552
190,370,370
402,500,500
203,153,203
454,167,454
402,280,402
243,10,243
375,677,677
633,428,428
182,720,720
397,386,386
627,128,128
96,549,549
329,51,51
57,648,57
667,385,385
25,332,25
76,475,475
409,562,409
623,18,18
473,429,429
463,280,463
197,301,301
489,590,489
709,327,327
510,498,510
10,510,510
228,181,228
598,238,598
300,643,643
384,64,64
249,644,249
11,114,114
555,622,622
481,678,678
424,523,523
451,207,207
226,163,226
721,513,721
159,693,693
190,26,26
190,26,32
190,32,26
190,32,32
689,704,689
515,114,515
266,667,667
412,21,21
156,627,156
487,15,487
80,411,411
289,148,289
670,651,651
461,29,461
346,444,444
4,77,77
635,707,707
238,624,238
498,63,63
632,109,632
488,537,488
569,76,569
436,693,693
366,281,281
565,146,565
252,712,712
436,605,605
205,510,510
559,285,559
630,646,646
688,650,688
198,240,198
572,374,572
461,575,461
299,532,532
414,702,702
256,432,432
328,79,79
98,91,91
130,295,130
717,497,497
447,308,308
601,114,601
356,672,672
433,602,602
596,21,596
375,466,466
405,110,405
606,214,214
216,187,187
683,598,683
676,320,676
278,289,289
77,8,77
619,711,711
675,439,439
374,303,303
365,592,365
659,105,659
486,566,486
3,545,545
119,431,431
8,253,253
679,714,679
414,59,59
349,167,167
645,674,645
135,396,135
175,142,142
160,691,160
546,301,301
122,349,122
716,403,716
1,352,1
519,721,721
571,655,571
425,383,383
212,336,336
30,595,595
470,220,470
361,208,208
126,619,126
12,98,12
324,170,170
370,468,370
451,372,451
345,567,567
630,415,630
515,603,515
344,111,344
18,198,18
488,91,488
618,84,618
264,14,264
502,498,502
289,449,289
365,164,164
261,170,170
405,451,405
594,516,516
641,207,641
344,25,25
678,293,678
11,541,541
288,385,385
557,344,344
624,257,257
721,460,721
244,367,244
408,654,654
405,212,405
358,408,358
510,627,510
345,674,674
33,262,262
196,378,196
504,187,187
202,604,604
68,161,68
191,319,319
126,293,126
22,646,22
54,636,636
423,58,58
157,247,157
387,314,314
579,240,240
603,391,391
85,79,85
185,609,609
187,661,661
421,264,264
54,601,601
674,294,294
65,648,65
577,210,210
703,682,703
467,425,467
179,264,264
120,63,63
645,588,645
415,126,126
597,293,293
414,279,414
166,7,166
463,622,622
205,114,114
687,648,648
37,393,37
176,248,248
187,369,369
213,313,313
106,634,106
276,190,190
535,581,581
25,248,25
169,283,169
547,208,208
162,612,612
88,548,548
219,371,371
419,512,419
579,416,416
607,179,179
418,715,715
182,135,135
428,498,428
64,147,64
19,451,19
81,10,10
549,192,549
203,560,203
67,379,379
525,3,3
388,484,484
500,59,59
91,385,385
560,74,560
431,565,565
700,259,700
231,63,231
527,86,527
621,369,369
343,715,715
502,139,502
398,515,398
19,578,19
226,406,226
704,6,6
262,448,448
137,595,595
198,684,198
439,280,439
248,676,676
516,475,516
143,170,143
18,72,18
198,241,241
571,698,571
599,354,354
67,104,67
442,61,61
631,151,151
229,590,229
68,352,68
61,243,243
215,305,215
439,130,130
341,386,386
323,239,239
487,483,483
525,560,560
124,84,124
62,552,552
393,183,183
121,678,121
685,390,685
676,557,676
258,662,662
63,317,317
676,37,676
540,531,531
183,588,588
555,620,620
28,165,28
415,600,415
402,289,289
459,589,589
100,507,100
379,325,325
479,524,524
499,507,507
208,485,485
557,73,73
470,21,470
315,131,315
167,75,75
167,342,342
460,164,164
355,207,207
703,618,703
458,613,458
124,312,312
245,465,245
464,105,105
160,373,373
612,576,612
256,572,572
425,650,425
129,628,628
34,35,34
194,156,156
363,415,415
584,364,584
510,239,510
548,584,584
238,451,451
273,231,231
110,520,520
388,59,59
6,710,6
520,385,385
379,186,186
572,69,572
562,397,397
495,39,495
73,685,73
67,372,372
454,158,454
241,108,241
284,656,656
612,341,612
321,108,321
105,662,662
679,321,321
396,377,396
632,137,632
481,443,481
151,99,151
439,718,718
22,53,53
626,374,626
637,409,409
683,301,301
627,73,73
431,246,431
454,646,646
376,523,523
445,81,445
72,651,72
479,241,241
675,400,400
712,553,553
580,634,634
219,715,715
362,655,655
564,43,43
249,252,249
466,576,466
52,621,621
252,551,252
546,517,546
21,615,615
372,532,372
668,638,638
365,576,576
236,626,626
50,272,50
7,533,7
357,441,441
566,584,584
473,715,715
452,561,561
509,35,509
716,492,492
462,241,241
475,302,302
220,87,87
432,611,432
357,267,267
579,219,219
372,174,372
191,709,709
24,542,542
198,462,198
45,276,276
290,452,452
304,92,304
446,381,446
632,50,632
473,707,473
13,462,462
460,344,344
269,244,244
498,633,498
520,73,73
112,293,112
319,385,319
154,196,196
404,632,632
498,1,1
481,198,198
656,180,656
206,249,249
68,500,500
507,282,282
417,513,417
652,103,652
110,77,77
389,208,389
572,103,572
206,424,424
360,190,190
245,343,245
549,390,549
405,681,681
420,282,282
693,455,693
416,571,571
253,353,253
211,111,211
420,320,320
298,7,7
310,370,310
434,206,434
245,158,245
517,513,513
552,608,552
43,257,257
160,231,160
219,72,72
134,124,124
105,536,536
579,590,579
606,721,721
395,621,395
565,569,569
358,669,358
715,447,715
80,596,596
201,210,201
687,681,687
327,303,327
477,699,699
597,532,532
564,462,462
703,576,576
670,349,670
48,455,455
530,280,530
606,341,606
521,693,521
564,552,552
360,344,344
133,193,193
384,298,384
95,178,178
691,469,469
94,512,94
457,136,457
539,80,539
114,317,114
130,629,130
263,353,353
623,298,623
323,463,463
583,718,718
690,264,264
603,390,390
461,477,461
250,514,514
444,711,711
76,87,87
416,365,365
13,317,317
568,138,568
18,161,18
235,341,341
68,674,68
94,527,94
368,624,624
145,84,145
66,559,559
379,510,510
568,129,129
580,18,18
98,102,98
714,124,124
708,452,452
56,710,710
490,119,490
638,584,638
607,30,30
250,465,250
591,105,105
119,546,119
582,478,478
279,247,279
649,533,649
95,116,95
584,225,584
271,579,271
42,332,42
536,404,536
437,519,519
505,307,505
666,388,666
62,315,62
319,13,319
308,502,308
252,392,392
155,368,155
350,497,497
380,621,380
128,438,128
357,92,92
626,219,626
11,514,514
497,150,150
505,644,644
256,710,256
202,380,380
357,403,357
420,705,705
373,104,373
515,470,470
549,400,549
65,525,525
377,438,377
582,450,450
406,170,170
674,75,674
89,103,103
70,43,70
384,390,384
199,715,715
689,152,689
89,46,89
199,293,199
419,369,419
477,542,542
267,427,427
20,398,398
410,155,155
535,631,631
575,397,397
155,456,456
523,717,523
389,517,389
554,121,121
531,471,471
203,19,203
357,623,623
120,582,120
409,653,653
689,246,689
685,636,685
162,614,162
90,340,340
590,25,590
578,196,196
110,139,110
466,19,466
711,261,711
392,594,392
524,548,548
696,394,394
595,344,344
187,112,187
189,258,189
347,671,671
606,233,233
38,4,38
639,461,461
494,248,494
324,39,39
636,481,481
437,705,705
400,142,142
705,275,275
146,526,526
368,26,26
368,26,32
368,32,26
368,32,32
227,578,227
393,355,393
688,710,710
427,224,427
139,707,707
124,465,124
426,487,487
720,315,720
645,712,645
691,53,53
663,49,663
681,557,681
581,713,581
348,712,348
550,548,550
156,377,156
388,598,388
15,580,15
479,498,498
354,588,354
147,591,147
98,185,98
550,138,550
492,65,65
693,720,720
13,677,677
363,602,602
379,227,227
109,436,436
247,220,247
660,349,349
74,330,330
471,550,550
343,134,134
575,574,575
61,577,61
490,616,490
628,88,628
512,675,512
93,78,78
268,658,658
330,105,330
418,278,278
527,255,527
296,18,18
62,575,62
142,203,142
594,660,660
384,245,384
665,175,665
449,396,396
376,608,376
413,365,365
423,443,443
618,225,618
438,313,438
603,154,154
592,656,656
102,139,139
447,502,502
330,291,291
541,303,303
609,507,507
385,282,385
384,450,384
685,10,685
8,541,8
674,265,674
52,546,52
670,281,670
310,506,310
592,204,204
330,101,330
234,481,234
3,485,485
426,673,426
282,74,282
94,366,94
41,608,608
634,676,676
423,247,247
251,436,251
244,712,244
661,714,661
107,468,468
599,322,322
659,642,642
12,66,12
72,221,72
484,192,484
441,645,645
667,199,199
597,284,284
221,153,153
616,229,229
546,97,97
45,317,317
634,685,685
427,340,427
153,470,470
50,44,44
72,574,72
181,516,516
588,532,588
321,225,225
29,327,327
652,673,673
562,704,704
241,276,241
697,117,117
354,155,155
66,179,179
287,155,155
84,11,84
357,508,508
643,627,643
37,85,85
441,235,441
707,18,18
16,579,16
705,388,705
293,417,417
388,494,494
369,671,671
204,532,532
518,497,497
327,478,478
296,379,379
215,631,215
340,489,489
304,158,158
36,184,36
661,488,488
639,170,639
398,685,398
564,443,443
481,427,427
638,598,638
577,55,55
139,93,93
501,472,472
302,604,604
322,474,474
182,528,528
282,101,101
400,578,400
355,446,446
117,420,117
181,318,318
54,508,508
205,92,205
500,248,500
499,440,499
208,195,195
104,241,241
541,45,45
545,576,545
308,534,308
158,18,18
91,483,483
19,72,19
531,164,164
70,574,70
37,213,37
386,540,386
682,650,650
226,391,391
1,444,444
257,127,127
369,463,369
219,373,373
366,283,283
211,366,211
308,719,308
91,688,91
653,501,653
705,605,705
205,509,205
341,416,416
490,531,490
178,514,514
404,305,404
288,666,288
597,528,528
8,143,8
707,111,707
642,79,642
704,682,682
571,507,571
33,237,237
307,546,546
181,414,414
196,695,196
353,485,485
36,412,36
547,17,547
442,229,229
367,489,489
572,323,572
301,713,301
264,550,264
156,187,156
364,359,359
438,684,684
454,602,454
690,402,402
474,36,474
513,657,657
197,231,197
439,577,439
345,214,214
3,600,3
720,543,720
388,464,464
136,325,136
211,370,370
47,39,47
709,396,396
538,239,239
685,270,685
577,668,668
276,213,276
278,1,1
666,131,666
462,20,20
604,640,640
573,637,573
648,632,632
18,601,18
124,712,124
351,449,351
37,700,37
628,108,628
29,354,354
253,347,253
147,486,486
13,695,695
390,463,390
212,78,78
189,563,189
207,642,207
322,190,190
219,514,514
515,173,515
598,23,23
379,666,666
348,497,497
101,320,101
1,106,106
263,499,263
218,489,489
474,167,474
526,170,526
291,630,291
402,146,146
139,483,483
179,586,586
180,91,91
237,455,237
79,714,79
306,664,306
432,449,432
154,163,154
393,470,470
447,195,447
544,681,681
710,667,667
28,532,28
385,503,385
272,365,272
503,611,503
644,666,644
171,322,322
157,387,157
18,226,18
135,627,135
106,612,612
692,178,178
366,318,318
95,202,95
310,370,310
371,178,178
13,245,245
152,489,489
675,338,675
107,194,107
4,349,349
720,420,420
120,128,128
609,384,384
129,623,623
87,542,542
180,412,180
690,643,643
118,92,92
21,100,100
334,347,334
374,54,54
117,604,117
